ID,LATITUDE,LONGITUDE
0,1.41796143093751,103.901321830086
1,1.33259350255528,103.678953216561
2,1.41796143093751,103.901321830086
3,1.30307515205147,103.873149707591
4,1.43376160343539,103.829006129834
5,1.37234519149636,103.949805421214
6,1.38511154955356,103.745036167764
7,1.30477688532536,103.772396246049
8,1.4248993192219,103.847249789758
9,1.29748655932855,103.80469379743
10,1.38511154955356,103.745036167764
11,1.31139349427341,103.856487111691
12,1.2991371723215,103.855450325604
13,1.32561764102293,103.678410551563
14,1.33332819303974,103.743359442234
15,1.35037541626109,103.74912389291
16,1.39550149743855,103.885784328681
17,1.35662609413487,103.986562208495
18,1.36209053459188,103.854587757902
19,1.35076935257845,103.872296143862
20,1.30307515205147,103.873149707591
21,1.30091736056425,103.90533928065
22,1.29929406596036,103.787404058784
23,1.31672453135386,103.901681659639
24,1.35076935257845,103.872296143862
25,1.33402529481694,103.742586014944
26,1.26427054261311,103.822476140813
27,1.26427054261311,103.822476140813
28,1.40845572949743,103.960616206549
29,1.39205314156706,103.89507054384
30,1.32607594879214,103.933497473796
31,1.4456745290189,103.831508132401
32,1.44338209052932,103.786551792217
33,1.3480262095627,103.743595035
34,1.44602265750894,103.834372150393
35,1.37173508334316,103.894234783936
36,1.30710677922683,103.832233917564
37,1.32736337584037,103.918227915687
38,1.38433426615655,103.881623070164
39,1.35259361362837,103.944785968039
40,1.29800154689217,103.771466764969
41,1.26427054261311,103.822476140813
42,1.27486265714118,103.807875425734
43,1.29487905002429,103.857675494346
44,1.30780928200515,103.86252557245
45,1.26427054261311,103.822476140813
46,1.37234519149636,103.949805421214
47,1.42946660837667,103.835790714459
48,1.37760059122329,103.772489657893
49,1.33500720790366,103.706278743989
50,1.32365172481192,103.922102955664
51,1.33491758755437,103.746877132868
52,1.39439308574218,103.893164085425
53,1.31411852993898,103.931102388616
54,1.4360700650803,103.785981524253
55,1.35037541626109,103.74912389291
56,1.30229655567278,103.906343833939
57,1.43991699638813,103.800779709518
58,1.33333040302344,103.740167225896
59,1.35662609413487,103.986562208495
60,1.32980734122541,103.854404351339
61,1.37992045176243,103.764357180314
62,1.43514061477093,103.785951871544
63,1.40638890775119,103.902150850842
64,1.42946660837667,103.835790714459
65,1.29510840992217,103.848922492718
66,1.44431165485789,103.790067364842
67,1.37248308734511,103.893788141349
68,1.37050445523679,103.895291518188
69,1.29690169591241,103.899692908286
70,1.30448579105197,103.833941935117
71,1.30372322368856,103.83524031199
72,1.35313359828812,103.940408135311
73,1.31752384637596,103.892724428994
74,1.28414356786844,103.851991124176
75,1.3318797140041,103.869057877586
76,1.30082071769235,103.845067272938
77,1.40638890775119,103.902150850842
78,1.29389357863312,103.853119904656
79,1.25129010193548,103.817802340363
80,1.3152418309141,103.919126705824
81,1.31893132637472,103.894482925602
82,1.34316035195426,103.953347548212
83,1.37573561146694,103.869103471495
84,1.40036461088847,103.90912712626
85,1.44819436804175,103.819464386349
86,1.31881486980278,103.892580778242
87,1.35369188683393,103.945042729998
88,1.33931503949907,103.705351000543
89,1.39205314156706,103.89507054384
90,1.42946660837667,103.835790714459
91,1.36938922690344,103.84847796594
92,1.44885564679911,103.832409172149
93,1.3151619083025,103.764711789372
94,1.34885036049503,103.757903337572
95,1.4360700650803,103.785981524253
96,1.3766980678365,103.95514122442
97,1.39205314156706,103.89507054384
98,1.34270618908191,103.953024500209
99,1.37560507051107,103.879455004929
0,1.41796143093751,103.901321830086
1,1.33259350255528,103.678953216561
2,1.41796143093751,103.901321830086
3,1.30307515205147,103.873149707591
4,1.43376160343539,103.829006129834
5,1.37234519149636,103.949805421214
6,1.38511154955356,103.745036167764
7,1.30477688532536,103.772396246049
8,1.4248993192219,103.847249789758
9,1.29748655932855,103.80469379743
10,1.41796143093751,103.901321830086
11,1.33259350255528,103.678953216561
12,1.41796143093751,103.901321830086
13,1.30307515205147,103.873149707591
